sku,visual_group_id,file_name,sha256,width,height,mime_type,source_page_url,source_image_url,match_score,approval_status,error
MDE34,,MDE34-3.webp,eb6e206a6b6e5fd7342f2a728088d71d5aa8d5f91c9eb20c0dbe7c9aace62005,1000,1000,image/webp,http://api.rocketniks.ru/api/products/apple-macbook-pro-14-2-m5-2025-24-1024-kosmicheskiy-chernyy-glyancevyy,http://api.rocketniks.ru/images/products/LARGE_8491152a29930f593ea12cfb3108886d 2.webp,80,exact,
MDE34,,MDE34-4.webp,f8675dbaffa07f06e6b9a5cb107f7c1ea0d987ce7ce9bb1269d832863bdd1aff,1000,1000,image/webp,http://api.rocketniks.ru/api/products/apple-macbook-pro-14-2-m5-2025-24-1024-kosmicheskiy-chernyy-glyancevyy,http://api.rocketniks.ru/images/products/LARGE_78d168616f65567972e40134ac136f48 2.webp,80,exact,
MDE34,,MDE34-5.webp,1b873ec3ca33741836564d2ea1fb48c635cafe30d7351444b49545c8b8dbdb4a,1000,1000,image/webp,http://api.rocketniks.ru/api/products/apple-macbook-pro-14-2-m5-2025-24-1024-kosmicheskiy-chernyy-glyancevyy,http://api.rocketniks.ru/images/products/LARGE_b4d00ca2308e182613d2a3e943492a08 2.webp,80,exact,
APL-APL-AW-SERIES-11-46MM-ROSE-GLD-SB-S-M,,APL-APL-AW-SERIES-11-46MM-ROSE-GLD-SB-S-M.jpg,350c5906be175fcd400d344b5b1b62a78b1bf4ff70c606498f70768d899c2a56,1000,1000,image/jpeg,http://api.rocketniks.ru/api/products/apple-watch-series-11-46-rozovoe-zolotolegkie-rumyana-s-m,http://api.rocketniks.ru/images/products/LARGE_Apple Watch Series 11 (11)-min.jpg,35,likely,
APL-APL-AW-SERIES-11-46MM-ROSE-GLD-SB-S-M,,APL-APL-AW-SERIES-11-46MM-ROSE-GLD-SB-S-M-1.jpg,20bbd8681d888c52d3058d60e5984e10dcb584319110293d53478d71f1c3263a,1000,1000,image/jpeg,http://api.rocketniks.ru/api/products/apple-watch-series-11-46-rozovoe-zolotolegkie-rumyana-s-m,http://api.rocketniks.ru/images/products/LARGE_Apple Watch Series 11 (1)-min.jpg,35,likely,
APL-APL-AW-SERIES-11-46MM-ROSE-GLD-SB-S-M,,APL-APL-AW-SERIES-11-46MM-ROSE-GLD-SB-S-M-2.jpg,5ae15ba7b5a879e3e76236ae3c06f8fc18e66daa652904c69bff681ffaab2648,1000,1000,image/jpeg,http://api.rocketniks.ru/api/products/apple-watch-series-11-46-rozovoe-zolotolegkie-rumyana-s-m,http://api.rocketniks.ru/images/products/LARGE_Apple Watch Series 11-min.jpg,35,likely,
APL-APL-AW-SERIES-11-46MM-ROSE-GLD-SB-S-M,,APL-APL-AW-SERIES-11-46MM-ROSE-GLD-SB-S-M-3.jpg,db40c4e934624f9564dd7252537e8e58808d5604cb74c5d0f7d1cf0c738f2096,1000,1000,image/jpeg,http://api.rocketniks.ru/api/products/apple-watch-series-11-46-rozovoe-zolotolegkie-rumyana-s-m,http://api.rocketniks.ru/images/products/LARGE_Apple Watch Series 11 (4)-min.jpg,35,likely,
APL-APL-AW-SERIES-11-46MM-ROSE-GLD-SB-S-M,,APL-APL-AW-SERIES-11-46MM-ROSE-GLD-SB-S-M-4.jpg,20ffac0bf1d7a13410b14c800066b58695e06b7bc628e72993c29637bbdf0876,1000,1000,image/jpeg,http://api.rocketniks.ru/api/products/apple-watch-series-11-46-rozovoe-zolotolegkie-rumyana-s-m,http://api.rocketniks.ru/images/products/LARGE_Apple Watch Series 11 (3)-min.jpg,35,likely,
APL-APL-AW-SERIES-11-46MM-ROSE-GLD-SB-S-M,,APL-APL-AW-SERIES-11-46MM-ROSE-GLD-SB-S-M-5.jpg,97930cdd6f4a9cfd9a31d0f29c0b6211c7cf646364b11985772b3865b5072907,1000,1000,image/jpeg,http://api.rocketniks.ru/api/products/apple-watch-series-11-46-rozovoe-zolotolegkie-rumyana-s-m,http://api.rocketniks.ru/images/products/LARGE_Apple Watch Series 11 (7)-min.jpg,35,likely,
APL-APL-AW-SERIES-11-46MM-ROSE-GLD-SB-S-M,,APL-APL-AW-SERIES-11-46MM-ROSE-GLD-SB-S-M-6.jpg,e6db7058f5b59a345f584ec63440b4e970e9ac83e3baefec97dc0c38e427de66,1000,1000,image/jpeg,http://api.rocketniks.ru/api/products/apple-watch-series-11-46-rozovoe-zolotolegkie-rumyana-s-m,http://api.rocketniks.ru/images/products/LARGE_Apple Watch Series 11 (6)-min.jpg,35,likely,
APL-APL-AW-SERIES-11-46MM-ROSE-GLD-SB-S-M,,APL-APL-AW-SERIES-11-46MM-ROSE-GLD-SB-S-M-7.jpg,15b909c6957350f8638516972fbe5bebe63a41d9c3a141880883faf467dccd2c,1000,1000,image/jpeg,http://api.rocketniks.ru/api/products/apple-watch-series-11-46-rozovoe-zolotolegkie-rumyana-s-m,http://api.rocketniks.ru/images/products/LARGE_Apple Watch Series 11 (10)-min.jpg,35,likely,
APL-APL-AW-SERIES-11-46MM-ROSE-GLD-SB-S-M,,APL-APL-AW-SERIES-11-46MM-ROSE-GLD-SB-S-M-8.jpg,695190d32ed7f1039bf3cfa3c744f44d7572db571288de217907d6eec1de5772,1000,1000,image/jpeg,http://api.rocketniks.ru/api/products/apple-watch-series-11-46-rozovoe-zolotolegkie-rumyana-s-m,http://api.rocketniks.ru/images/products/LARGE_Apple Watch Series 11 (9)-min.jpg,35,likely,
DYS-HS05-NICKEL-COPPER-HK,,DYS-HS05-NICKEL-COPPER-HK.jpg,3a42020594534e315976f73f5f032bc57b55ce2884565709089f6ace4bc3a03a,1000,1000,image/jpeg,http://api.rocketniks.ru/api/products/dyson-styler-airwrap-complete-long-multi-hair-hs05-nickelcopper,http://api.rocketniks.ru/images/products/LARGE_17688-744400720-01.png.jpeg,48,likely,
DYS-HS05-NICKEL-COPPER-HK,,DYS-HS05-NICKEL-COPPER-HK-1.png,2ff79e9b1f1a5a400bbf1de41b865681ec69d865e1e52abef87ffab5973058bb,1000,1000,image/png,http://api.rocketniks.ru/api/products/dyson-styler-airwrap-complete-long-multi-hair-hs05-nickelcopper,http://api.rocketniks.ru/images/products/LARGE_23762-31533903-01.png,48,likely,
DYS-HS05-NICKEL-COPPER-HK,,DYS-HS05-NICKEL-COPPER-HK-2.jpg,7dea50b58f81acb142e7dd1008cb57a6e895ec59e8857152c17964c6d69ebe3c,1000,1000,image/jpeg,http://api.rocketniks.ru/api/products/dyson-styler-airwrap-complete-long-multi-hair-hs05-nickelcopper,http://api.rocketniks.ru/images/products/LARGE_25729-1053_hrms-2p.jpg,48,likely,
DYS-HS05-NICKEL-COPPER-HK,,DYS-HS05-NICKEL-COPPER-HK-3.jpg,51575934adb37de70ff2c5eeefdc7c98c067d43119cace31fc915435bda959fc,1000,1000,image/jpeg,http://api.rocketniks.ru/api/products/dyson-styler-airwrap-complete-long-multi-hair-hs05-nickelcopper,http://api.rocketniks.ru/images/products/LARGE_25775-308zi7u731jwe072lf2k26w3e5079kgbnxn.jpg,48,likely,
DYS-HS05-NICKEL-COPPER-HK,,DYS-HS05-NICKEL-COPPER-HK-4.png,1b9ef18efe1088eda5c1bdb2daaf7bb1cae21d2428230fc94421165a20eaebb6,1000,1000,image/png,http://api.rocketniks.ru/api/products/dyson-styler-airwrap-complete-long-multi-hair-hs05-nickelcopper,http://api.rocketniks.ru/images/products/LARGE_25730-924xyap8upnzy1jev6084tlu6g0fz9v7erg.png,48,likely,
DYS-HS05-NICKEL-COPPER-HK,,DYS-HS05-NICKEL-COPPER-HK-5.jpg,625e1c0173ac4cf44e5a3d23d2549c909f9df2ca3fc4766b1227e92643685101,1000,1000,image/jpeg,http://api.rocketniks.ru/api/products/dyson-styler-airwrap-complete-long-multi-hair-hs05-nickelcopper,http://api.rocketniks.ru/images/products/LARGE_19657-679395906-01.png-3 1.jpeg,48,likely,
DYS-HS05-NICKEL-COPPER-HK,,DYS-HS05-NICKEL-COPPER-HK-6.webp,382a4840511ca8224da997969f7063ca4ebe8c8dbe13f6341e3795507ff77a5b,616,1000,image/webp,http://api.rocketniks.ru/api/products/dyson-styler-airwrap-complete-long-multi-hair-hs05-nickelcopper,http://api.rocketniks.ru/images/products/LARGE_8b22bd39c0e59821952c273b4f850edf.webp,48,likely,
DYS-HS05-NICKEL-COPPER-HK,,DYS-HS05-NICKEL-COPPER-HK-7.gif,34b0b5a94928edaa5f9c9a5b8d004b00029fe2d96ade93deb0e2c701dbb0268e,1000,1000,image/gif,http://api.rocketniks.ru/api/products/dyson-styler-airwrap-complete-long-multi-hair-hs05-nickelcopper,http://api.rocketniks.ru/images/products/LARGE_topaz-lond.gif,48,likely,
DYS-HS08-CER-PNK-HK,,DYS-HS08-CER-PNK-HK.png,8cd13b38f9147598a3c3b891ee36f063269520c246dec7f9cc1734c835f93aa5,1000,1000,image/png,http://api.rocketniks.ru/api/products/dyson-airwrap-i-d--long-hs08-straightwavy-keramicheskiy-rozovyyrozovoe-zoloto,http://api.rocketniks.ru/images/products/LARGE_HS08_Straight+Wavy_5.png,48,likely,
DYS-HS08-CER-PNK-HK,,DYS-HS08-CER-PNK-HK-1.png,7a90aca0f5d1c2fdf009470f88d34e09af4d1e671bf8c52b7174ebb0f586005a,1000,1000,image/png,http://api.rocketniks.ru/api/products/dyson-airwrap-i-d--long-hs08-straightwavy-keramicheskiy-rozovyyrozovoe-zoloto,http://api.rocketniks.ru/images/products/LARGE_HS08_Straight+Wavy_6.png,48,likely,
DYS-HS08-CER-PNK-DIFFUSE-HK,,DYS-HS08-CER-PNK-DIFFUSE-HK.png,8cd13b38f9147598a3c3b891ee36f063269520c246dec7f9cc1734c835f93aa5,1000,1000,image/png,http://api.rocketniks.ru/api/products/dyson-airwrap-i-d--long-hs08-straightwavy-keramicheskiy-rozovyyrozovoe-zoloto,http://api.rocketniks.ru/images/products/LARGE_HS08_Straight+Wavy_5.png,39,likely,
DYS-HS08-CER-PNK-DIFFUSE-HK,,DYS-HS08-CER-PNK-DIFFUSE-HK-1.png,7a90aca0f5d1c2fdf009470f88d34e09af4d1e671bf8c52b7174ebb0f586005a,1000,1000,image/png,http://api.rocketniks.ru/api/products/dyson-airwrap-i-d--long-hs08-straightwavy-keramicheskiy-rozovyyrozovoe-zoloto,http://api.rocketniks.ru/images/products/LARGE_HS08_Straight+Wavy_6.png,39,likely,
DYS-HS08-KANZAN-PNK-HK,,DYS-HS08-KANZAN-PNK-HK.png,31e86cb67fb300e13e1218a3725bc3ef275ba6ffa8e76b7e7ea5ead03ac70ecd,1000,1000,image/png,http://api.rocketniks.ru/api/products/dyson-airwrap-i-d--long-hs08-straightwavy-rozovyy-kanzan,http://api.rocketniks.ru/images/products/LARGE_HS08_Straight+Wavy_4.png,48,likely,
DYS-HS08-KANZAN-PNK-HK,,DYS-HS08-KANZAN-PNK-HK-1.png,7a90aca0f5d1c2fdf009470f88d34e09af4d1e671bf8c52b7174ebb0f586005a,1000,1000,image/png,http://api.rocketniks.ru/api/products/dyson-airwrap-i-d--long-hs08-straightwavy-rozovyy-kanzan,http://api.rocketniks.ru/images/products/LARGE_HS08_Straight+Wavy_6.png,48,likely,
DYS-HD16-CER-PNK-CN,,DYS-HD16-CER-PNK-CN.png,e33faa4b1e3f35d51f84446f3cff4356a4d1a9b7b6afd123825c284539d308d9,1000,1000,image/png,http://api.rocketniks.ru/api/products/dyson-supersonic-nural-hd16-keramicheskiy-rozovyyrozovoe-zoloto,http://api.rocketniks.ru/images/products/LARGE_Nural_HD16_6.png,48,likely,
DYS-HD16-CER-PNK-CN,,DYS-HD16-CER-PNK-CN-1.png,c0b14382b3cbdace6882f41cfc893751a945e18e138b433a4cfa592a19c31b30,1000,1000,image/png,http://api.rocketniks.ru/api/products/dyson-supersonic-nural-hd16-keramicheskiy-rozovyyrozovoe-zoloto,http://api.rocketniks.ru/images/products/LARGE_Nural_HD16_1.png,48,likely,
DYS-HD16-CER-PNK-CN,,DYS-HD16-CER-PNK-CN-2.png,ecec72d38218b10162e50d3174e6d43bf774140dbcd96f16ebad55f6e3774153,1000,1000,image/png,http://api.rocketniks.ru/api/products/dyson-supersonic-nural-hd16-keramicheskiy-rozovyyrozovoe-zoloto,http://api.rocketniks.ru/images/products/LARGE_Nural_HD16_8.png,48,likely,
DYS-HD16-CER-PNK-CASE-HK,,DYS-HD16-CER-PNK-CASE-HK.png,e33faa4b1e3f35d51f84446f3cff4356a4d1a9b7b6afd123825c284539d308d9,1000,1000,image/png,http://api.rocketniks.ru/api/products/dyson-supersonic-nural-hd16-keramicheskiy-rozovyyrozovoe-zoloto,http://api.rocketniks.ru/images/products/LARGE_Nural_HD16_6.png,48,likely,
DYS-HD16-CER-PNK-CASE-HK,,DYS-HD16-CER-PNK-CASE-HK-1.png,c0b14382b3cbdace6882f41cfc893751a945e18e138b433a4cfa592a19c31b30,1000,1000,image/png,http://api.rocketniks.ru/api/products/dyson-supersonic-nural-hd16-keramicheskiy-rozovyyrozovoe-zoloto,http://api.rocketniks.ru/images/products/LARGE_Nural_HD16_1.png,48,likely,
DYS-HD16-CER-PNK-CASE-HK,,DYS-HD16-CER-PNK-CASE-HK-2.png,ecec72d38218b10162e50d3174e6d43bf774140dbcd96f16ebad55f6e3774153,1000,1000,image/png,http://api.rocketniks.ru/api/products/dyson-supersonic-nural-hd16-keramicheskiy-rozovyyrozovoe-zoloto,http://api.rocketniks.ru/images/products/LARGE_Nural_HD16_8.png,48,likely,
SONY-PS-5-SLIM-DIGITAL-825GB,,SONY-PS-5-SLIM-DIGITAL-825GB.jpg,dbc47270879be0ef48d746d3c5712ac36e24f42505e9b7e6d35ae513f5bbf018,1000,1000,image/jpeg,http://api.rocketniks.ru/api/products/sony-playstation-5-slim,http://api.rocketniks.ru/images/products/LARGE_0e9f496348e7731ae6b23663e687deae.jpg,16,likely,
SONY-PS-5-SLIM-DIGITAL-825GB,,SONY-PS-5-SLIM-DIGITAL-825GB-1.webp,7b82456ccb699f1bd48fdf93b5c0aa86855f744b62d9572cee86c4bfc6248832,1000,562,image/webp,http://api.rocketniks.ru/api/products/sony-playstation-5-slim,http://api.rocketniks.ru/images/products/LARGE_3869402654911745.webp,16,likely,
SONY-PS-5-SLIM-DIGITAL-825GB,,SONY-PS-5-SLIM-DIGITAL-825GB-2.webp,6602e0f3e24d63c0204b7c6d08f638ca6501add6dccc7dbf83e918b232c0bd76,1000,462,image/webp,http://api.rocketniks.ru/api/products/sony-playstation-5-slim,http://api.rocketniks.ru/images/products/LARGE_0920664166172764.webp,16,likely,
SONY-PS-5-SLIM-DIGITAL-825GB,,SONY-PS-5-SLIM-DIGITAL-825GB-3.webp,738d8f5b5497d60a98e34b4410f166d52611e7e51749fb2395504173d882962e,1000,833,image/webp,http://api.rocketniks.ru/api/products/sony-playstation-5-slim,http://api.rocketniks.ru/images/products/LARGE_2320771391891964.webp,16,likely,
SONY-PS-5-SLIM-DIGITAL-825GB,,SONY-PS-5-SLIM-DIGITAL-825GB-4.webp,bf6d13420d22dc4f7f7fbbff3eb2f8f2a919c3972fe2304490dcaf3a26125fad,404,1000,image/webp,http://api.rocketniks.ru/api/products/sony-playstation-5-slim,http://api.rocketniks.ru/images/products/LARGE_2105732696847.webp,16,likely,
SONY-PS-5-SLIM-DIGITAL-825GB,,SONY-PS-5-SLIM-DIGITAL-825GB-5.webp,55ca8caa980e0194cac26373049b54211c1e58802999fb61c0da64e29a04977f,1000,281,image/webp,http://api.rocketniks.ru/api/products/sony-playstation-5-slim,http://api.rocketniks.ru/images/products/LARGE_0468342616790402.webp,16,likely,
